,formula,full_name,band_gap,formation_energy,nn_ave_eleneg,o2p_center_from_vbm,vacancy_formation_energy,charge,vr_max
38,Ba(SbO3)2,Ba(SbO3)2_Va_O1,2.9955999999999996,-2.376871872222223,2.5516666666666667,1.939533526774728,4.173887470000077,0,-10.695923425000004
39,Ba2Bi2O5,Ba2Bi2O5_Va_O1,1.8273,-2.288426511111112,2.062504975269688,2.40781201144093,3.968344230000079,0,-5.148959650000002
40,Ba2Bi2O5,Ba2Bi2O5_Va_O2,1.8273,-2.288426511111112,1.8107787739008248,2.100563563987341,4.326563000000087,0,-5.148959650000002
41,Ba2Bi2O5,Ba2Bi2O5_Va_O3,1.8273,-2.288426511111112,2.059103547200948,1.833463230597384,4.561079060000006,0,-5.148959650000002
42,Ba2In2O5,Ba2In2O5_Va_O1,0.9603000000000002,-2.424057256666667,1.701871605116176,2.3408683614378414,4.0175883200000815,0,-5.454128827500001
43,Ba2In2O5,Ba2In2O5_Va_O2,0.9603000000000002,-2.424057256666667,1.815303427119624,1.7951956170136785,3.516567620000055,0,-5.454128827500001
44,Ba2SiO4,Ba2SiO4_Va_O1,4.7691,-3.3619786003571424,1.8187115337578652,1.9887997780759203,6.5052005399997,0,-8.8251938259375
45,Ba2SiO4,Ba2SiO4_Va_O2,4.7691,-3.3619786003571424,1.7501702673414408,2.0510531204351756,6.6043048999998835,0,-8.8251938259375
46,Ba2SiO4,Ba2SiO4_Va_O3,4.7691,-3.3619786003571424,1.9140223485049568,1.8462819252227711,6.422328049999928,0,-8.8251938259375
47,Ba2SnO4,Ba2SnO4_Va_O1,2.6748,-2.7252458707142857,1.5846067414973888,1.2392503518767148,5.100413910000052,0,-7.153770410625
48,Ba2SnO4,Ba2SnO4_Va_O2,2.6748,-2.7252458707142857,2.0113911022161712,2.0533727474190098,4.832842359999981,0,-7.153770410625
49,Ba3(AsO4)2,Ba3(AsO4)2_Va_O1,4.0672999999999995,-2.691978154615385,2.3065525755656915,1.8664497423710813,3.449726650000125,0,-5.832619335000001
50,Ba3(AsO4)2,Ba3(AsO4)2_Va_O2,4.0672999999999995,-2.691978154615385,2.1447896290114725,2.1236025483072396,3.5821794299998917,0,-5.832619335000001
51,Ba3Sn2O7,Ba3Sn2O7_Va_O1,1.8136,-2.668890004166667,2.0470090583045017,2.0293343475276915,4.778640149999669,0,-5.719050008928574
52,Ba3Sn2O7,Ba3Sn2O7_Va_O2,1.8136,-2.668890004166667,1.5845935952348356,1.2995311952614723,4.901047939999794,0,-5.719050008928574
53,Ba3Sn2O7,Ba3Sn2O7_Va_O3,1.8136,-2.668890004166667,2.126196563023328,1.854566969926319,4.604860199999971,0,-5.719050008928574
54,BaCeO3,BaCeO3_Va_O1,2.8160000000000003,-3.5906097180000005,1.8350108684217412,1.4264059625723655,5.071578430000395,0,-8.976524295
55,BaCeO3,BaCeO3_Va_O2,2.8160000000000003,-3.5906097180000005,1.810524567323138,1.4759702902994876,5.051462860000251,0,-8.976524295
56,BaGa4O7,BaGa4O7_Va_O1,2.4256,-2.486273411249999,2.184562762634154,3.418343293318623,5.196709840000162,0,-14.917640467499995
57,BaGa4O7,BaGa4O7_Va_O2,2.4256,-2.486273411249999,2.031120713759927,2.3815695472863627,4.816019559999981,0,-14.917640467499995
58,BaGa4O7,BaGa4O7_Va_O3,2.4256,-2.486273411249999,2.2079276758982274,2.430248638420524,4.4242031200000245,0,-14.917640467499995
59,BaGa4O7,BaGa4O7_Va_O4,2.4256,-2.486273411249999,2.207244346453633,2.4264080351591204,4.440331379999984,0,-14.917640467499995
60,BaGeO3,BaGeO3_Va_O1,3.4095,-2.6960020335,2.0186865948217916,1.490996637447907,3.923291630000003,0,-6.740005083750001
61,BaGeO3,BaGeO3_Va_O2,3.4095,-2.6960020335,2.0131570978094837,1.4936078308699072,3.882139670000024,0,-6.740005083750001
62,BaGeO3,BaGeO3_Va_O3,3.4095,-2.6960020335,2.316511368749405,2.730229943585275,4.183732449999988,0,-6.740005083750001
63,BeAl2O4,BeAl2O4_Va_O1,6.2674,-3.3529182539285713,2.0969475100120025,2.331450092422872,7.894412639999937,0,-11.73521388875
64,BeAl2O4,BeAl2O4_Va_O2,6.2674,-3.3529182539285713,2.0443506054519656,2.945332819624798,7.755583929999952,0,-11.73521388875
65,BeAl2O4,BeAl2O4_Va_O3,6.2674,-3.3529182539285713,2.051983358903639,2.6570320590633525,7.785844819999975,0,-11.73521388875
66,BeO,BeO_Va_O1,7.4735,-3.1028558024999997,1.7045243414171556,2.56383046489316,8.244733159999564,0,-3.1028558024999997
67,Bi2O3,Bi2O3_Va_O1,2.1518000000000006,-1.6417272149999995,2.5534711302971105,2.572681787528063,3.919661759999949,0,-1.3681060124999995
68,Bi2O3,Bi2O3_Va_O2,2.1518000000000006,-1.6417272149999995,2.5818292627200585,2.4718292317832677,4.028562429999861,0,-1.3681060124999995
69,Bi2O3,Bi2O3_Va_O3,2.1518000000000006,-1.6417272149999995,2.523204218589346,2.561136419992206,4.10182348999991,0,-1.3681060124999995
70,BiAsO4,BiAsO4_Va_O1,3.2501,-1.766119035,2.7975842130139705,2.621805659606698,2.5562146399999026,0,-2.6491785525
71,BiAsO4,BiAsO4_Va_O2,3.2501,-1.766119035,2.758464278013782,2.928444901237197,2.9909063799999647,0,-2.6491785525
72,BiAsO4,BiAsO4_Va_O3,3.2501,-1.766119035,2.758574603219192,2.592039016935125,2.5543790999999008,0,-2.6491785525
73,BiAsO4,BiAsO4_Va_O4,3.2501,-1.766119035,2.7653769057530555,2.781303980765942,2.8915669399999704,0,-2.6491785525
74,BiBO3,BiBO3_Va_O1,2.9598,-2.2904667498333326,2.454892262595023,3.678526623688129,5.768036939999897,0,-3.817444583055554
75,BiBO3,BiBO3_Va_O2,2.9598,-2.2904667498333326,2.5504895340269664,3.646173626502017,5.499073700000176,0,-3.817444583055554
76,BiBO3,BiBO3_Va_O3,2.9598,-2.2904667498333326,2.5259785030950317,3.6372535860496025,5.759585010000032,0,-3.817444583055554
77,BiO2,BiO2_Va_O1,1.1593,-1.4597641266666663,2.77015640216478,2.3459825260247156,1.5690956500000173,0,-1.0948230949999997
78,BiO2,BiO2_Va_O2,1.1593,-1.4597641266666663,2.6948710429928178,2.1687608985580606,2.0486686300000745,0,-1.0948230949999997
79,BiSbO4,BiSbO4_Va_O1,2.7211999999999996,-1.8414490133333337,2.7621815566760333,2.536388998142183,3.840255669999928,0,-2.7621735200000006
80,BiSbO4,BiSbO4_Va_O2,2.7211999999999996,-1.8414490133333337,2.730940198763093,2.404865647399249,4.4004463100000155,0,-2.7621735200000006
81,Ca(AsO3)2,Ca(AsO3)2_Va_O1,3.5512,-2.229921160000001,2.6133333333333333,2.5382287646651127,4.587764600000023,0,-10.034645220000003
82,Ca(SbO3)2,Ca(SbO3)2_Va_O1,2.819,-2.3709468211111124,2.5700000000000003,2.179507565466953,4.43314650999981,0,-10.669260695000006
83,Ca2GeO4,Ca2GeO4_Va_O1,3.5397999999999996,-2.9902279757142853,1.8187175870527823,1.6975885421144523,5.00869222999996,0,-7.84934843625
84,Ca2GeO4,Ca2GeO4_Va_O2,3.5397999999999996,-2.9902279757142853,1.9067559486019268,1.524341258968782,4.748400960000035,0,-7.84934843625
85,Ca2GeO4,Ca2GeO4_Va_O3,3.5397999999999996,-2.9902279757142853,1.8443538481348536,2.0001051572391737,4.695780980000004,0,-7.84934843625
86,Ca2PbO4,Ca2PbO4_Va_O1,1.5421000000000005,-2.551106224285714,1.8408434446115292,1.4609270112128203,3.553008880000002,0,-6.696653838749999
87,Ca2Sb2O7,Ca2Sb2O7_Va_O1,1.9044000000000008,-2.5944479686363637,2.456497016766801,2.7728875055574296,4.069781789999874,0,-7.1347319137500005
88,Ca2Sb2O7,Ca2Sb2O7_Va_O2,1.9044000000000008,-2.5944479686363637,2.4988791358902342,2.9941408148235684,4.13348798000005,0,-7.1347319137500005
89,Ca2Sb2O7,Ca2Sb2O7_Va_O3,1.9044000000000008,-2.5944479686363637,2.0475663985212806,1.6521068381754258,4.228122869999774,0,-7.1347319137500005
90,Ca2SiO4,Ca2SiO4_Va_O1,4.253,-3.4766319846428573,1.8885247453887923,1.8762993523597489,6.737361099999939,0,-9.126158959687501
91,Ca2SiO4,Ca2SiO4_Va_O2,4.253,-3.4766319846428573,1.794554724261243,2.1087456067238777,6.820182169999848,0,-9.126158959687501
92,Ca2SiO4,Ca2SiO4_Va_O3,4.253,-3.4766319846428573,1.8128060079352744,2.2717234534008717,6.709661509999828,0,-9.126158959687501
93,Ca2Sn3O8,Ca2Sn3O8_Va_O1,2.5858,-2.5545313888461525,2.354002292434437,1.5835623089349955,4.6394469599999955,0,-8.302227013749995
94,Ca2Sn3O8,Ca2Sn3O8_Va_O2,2.5858,-2.5545313888461525,2.385825707804043,2.2732986530131076,5.08523029999993,0,-8.302227013749995
95,Ca2Sn3O8,Ca2Sn3O8_Va_O3,2.5858,-2.5545313888461525,2.1800859998807605,1.8137598305077427,4.95489638999994,0,-8.302227013749995
96,Ca2SnO4,Ca2SnO4_Va_O1,2.841899999999999,-2.886048206428571,1.7850900552447395,1.4545719027830912,5.337301699999793,0,-7.575876541874999
97,Ca2SnO4,Ca2SnO4_Va_O2,2.841899999999999,-2.886048206428571,2.048321038806505,1.641962653738677,5.522538049999989,0,-7.575876541874999
98,Ca3(BO3)2,Ca3(BO3)2_Va_O1,4.9902,-3.288179811212121,1.82848968227586,2.5767985882804023,7.1639846800000075,0,-7.535412067361111
99,Ca4As2O,Ca4As2O_Va_O1,1.0927000000000002,-1.8127497364285716,1.0107909576537852,3.667272518986856,7.170827219999987,0,-19.033872232500002
100,Ca4Bi2O,Ca4Bi2O_Va_O1,0.6966999999999999,-1.6009697692857143,1.0040324260335625,3.863857006955216,6.881488050000039,0,-16.8101825775
101,CaAl4O7,CaAl4O7_Va_O1,4.1142,-3.4639722058333335,2.088177094032116,3.144216966527723,7.282963649999951,0,-20.783833235000003
102,CaAl4O7,CaAl4O7_Va_O2,4.1142,-3.4639722058333335,2.1039549337889567,2.138266166770475,6.773601379999841,0,-20.783833235000003
103,CaAl4O7,CaAl4O7_Va_O3,4.1142,-3.4639722058333335,1.963616567386678,2.110231573195404,6.96492865000017,0,-20.783833235000003
104,CaAl4O7,CaAl4O7_Va_O4,4.1142,-3.4639722058333335,2.0158749846122253,2.377521384129426,6.850801999999826,0,-20.783833235000003
105,CaGa4O7,CaGa4O7_Va_O1,2.6787,-2.506107837916666,2.1316318553997298,2.3698296539918005,4.740904160000023,0,-15.036647027499995
106,CaGa4O7,CaGa4O7_Va_O2,2.6787,-2.506107837916666,2.192568473700708,2.287998240434402,4.638148409999994,0,-15.036647027499995
107,CaGa4O7,CaGa4O7_Va_O3,2.6787,-2.506107837916666,2.099390967427051,2.15246393080537,4.927625449999946,0,-15.036647027499995
108,CaGa4O7,CaGa4O7_Va_O4,2.6787,-2.506107837916666,2.222047636805791,3.094619766232644,5.144887999999932,0,-15.036647027499995
109,CaIn2O4,CaIn2O4_Va_O1,2.0752,-2.394796169285714,2.0342771754084517,1.5120940085150172,5.04011231999983,0,-8.3817865925
110,CaO,CaO_Va_O1,3.5479,-3.3060156124999995,1.0,1.2018086062036886,7.691605040000022,0,-3.3060156124999995
111,CaSnO3,CaSnO3_Va_O1,3.068,-2.6796842760000006,2.1469451706387996,1.633967709954644,5.165658959999869,0,-6.699210690000001
112,Cs2BeO2,Cs2BeO2_Va_O1,2.8190999999999997,-2.0228830126724127,1.184602843015307,2.0400287921043465,6.6364066600002705,0,-5.057207531681032
113,Cs2BeO2,Cs2BeO2_Va_O2,2.8190999999999997,-2.0228830126724127,1.0609972061391637,1.14828054545211,6.480850050000194,0,-5.057207531681032
114,Cs2CeO3,Cs2CeO3_Va_O1,2.5233,-2.6745016659770116,1.3420881524295536,1.3705822028184516,4.964501289999939,0,-8.023504997931035
115,Cs2Pb2O3,Cs2Pb2O3_Va_O1,1.5981,-1.5268511915517244,1.7115984963858488,2.1850257895605347,4.016320110000047,0,-5.3439791704310355
116,Cs2PbO2,Cs2PbO2_Va_O1,1.8019,-1.4864209311724128,1.5820424991693416,1.9661133941325843,4.030662020000031,0,-5.5740784918965485
117,Cs2PbO2,Cs2PbO2_Va_O4,1.8019,-1.4864209311724128,1.6736420949363475,1.9000637602392312,4.006446770000034,0,-5.5740784918965485
118,Cs2PbO3,Cs2PbO3_Va_O1,1.4961,-1.5408556518103451,1.485559247551684,0.8198797051437268,1.9968066599998424,0,-4.622566955431036
119,Cs2PbO3,Cs2PbO3_Va_O2,1.4961,-1.5408556518103451,1.7935254477273914,1.5928734516564451,2.988609309999797,0,-4.622566955431036
120,Cs2SnO3,Cs2SnO3_Va_O1,2.5588999999999995,-1.9013199843103443,1.7187298013467722,1.8796787826834027,4.551719139999827,0,-5.703959952931033
121,Cs2SnO3,Cs2SnO3_Va_O2,2.5588999999999995,-1.9013199843103443,1.3977195288843,0.925032086120494,3.603359599999644,0,-5.703959952931033
122,Cs3AlO3,Cs3AlO3_Va_O1,2.5495,-2.1623344291133013,1.0787764553572217,1.0024672997306396,6.003346330000008,0,-10.09089400252874
123,Cs3AlO3,Cs3AlO3_Va_O2,2.5495,-2.1623344291133013,1.301673256948105,2.018271449934742,6.672025369999924,0,-10.09089400252874
124,Cs3AlO3,Cs3AlO3_Va_O3,2.5495,-2.1623344291133013,1.1636077212086804,1.0139666307100113,6.088086709999979,0,-10.09089400252874
125,Cs3As5O9,Cs3As5O9_Va_O1,3.0533,-1.813479687870183,2.300759668132267,3.5853851350950476,3.858635100000024,0,-10.276384897931038
126,Cs3As5O9,Cs3As5O9_Va_O2,3.0533,-1.813479687870183,1.784772160448136,2.190229088224017,4.123548859999923,0,-10.276384897931038
127,Cs3BiO3,Cs3BiO3_Va_O1,3.1239,-1.6135073416133006,1.2583858705521815,1.2319948434174932,3.9902905099999177,0,-7.5297009275287365
128,Cs3GaO3,Cs3GaO3_Va_O1,2.7652,-1.7918229108990151,1.152682345968999,1.1952467384897871,4.966287370000041,0,-8.361840250862071
129,Cs3GaO3,Cs3GaO3_Va_O2,2.7652,-1.7918229108990151,1.368666003408448,2.0094397544209035,5.33823221000001,0,-8.361840250862071
130,Cs3GaO3,Cs3GaO3_Va_O3,2.7652,-1.7918229108990151,1.147523410796776,1.209305153216084,4.943783830000038,0,-8.361840250862071
131,Cs3InO3,Cs3InO3_Va_O1,2.162,-1.6228296433990148,1.0806742389079749,0.8131442807694521,3.7392211399999926,0,-7.573205002528735
132,Cs3InO3,Cs3InO3_Va_O2,2.162,-1.6228296433990148,1.0714780534549535,0.8084876745712968,3.7899708200000166,0,-7.573205002528735
133,Cs3InO3,Cs3InO3_Va_O3,2.162,-1.6228296433990148,1.291208814847411,1.5622893014384072,4.195470469999984,0,-7.573205002528735
134,Cs3SbO3,Cs3SbO3_Va_O1,3.1413,-1.7730991862561585,1.3014648995320195,1.781327299744202,4.478133699999839,0,-8.274462869195405
135,Cs3TlO3,Cs3TlO3_Va_O1,1.721,-1.3588165867323485,1.0177236782920165,1.016817471577232,2.6414307799999595,0,-6.341144071417626
136,Cs3TlO3,Cs3TlO3_Va_O2,1.721,-1.3588165867323485,1.2191740627970171,1.5381944522650497,3.002317409999998,0,-6.341144071417626
137,Cs3TlO3,Cs3TlO3_Va_O3,1.721,-1.3588165867323485,1.0343447315919527,0.9991333689248044,2.6019578300000124,0,-6.341144071417626
138,Cs6Ge2O7,Cs6Ge2O7_Va_O1,3.0572999999999997,-1.955927745505748,1.8372139095871296,2.6132137682028223,4.63618572000008,0,-8.38254748073892
139,Cs6Ge2O7,Cs6Ge2O7_Va_O2,3.0572999999999997,-1.955927745505748,1.308838888828172,1.5181205732351406,4.361023999999938,0,-8.38254748073892
140,Cs6Ge2O7,Cs6Ge2O7_Va_O3,3.0572999999999997,-1.955927745505748,1.2737514387069315,1.557822307412096,4.448107309999964,0,-8.38254748073892
141,Cs6Ge2O7,Cs6Ge2O7_Va_O4,3.0572999999999997,-1.955927745505748,1.2851526227502346,1.4882558943095323,4.396731010000062,0,-8.38254748073892
142,Cs6Si2O7,Cs6Si2O7_Va_O1,3.4442,-2.38790383483908,1.307232590920452,1.9356571815195789,6.415738609999957,0,-10.233873577881772
143,Cs6Si2O7,Cs6Si2O7_Va_O2,3.4442,-2.38790383483908,1.9097821348071764,3.5076203644962196,6.753875609999691,0,-10.233873577881772
144,Cs6Si2O7,Cs6Si2O7_Va_O3,3.4442,-2.38790383483908,1.3401086576177912,1.8835480322680136,6.383200169999677,0,-10.233873577881772
145,Cs6Si2O7,Cs6Si2O7_Va_O4,3.4442,-2.38790383483908,1.3223868432825878,1.8399504589532645,6.355920429999864,0,-10.233873577881772
146,CsBO2,CsBO2_Va_O1,3.9296,-2.6054637117744255,1.8364608101788675,4.217811019469719,6.189978950000077,0,-10.421854847097702
147,CsBO2,CsBO2_Va_O2,3.9296,-2.6054637117744255,1.3811742318426656,2.164494106944802,6.956328410000092,0,-10.421854847097702
148,CsSbO2,CsSbO2_Va_O1,2.3945000000000003,-1.8573301069827588,1.8755274292078843,2.790023883755725,4.366049690000077,0,-7.429320427931035
149,CsTlO,CsTlO_Va_O1,1.4732000000000005,-1.1640747204214557,1.3207425225196885,1.9117024702670256,3.5620953999999845,0,-3.492224161264367
150,Ga2O3,Ga2O3_Va_O1,2.2114,-2.268996668999999,2.3894413671718,2.8345721001720285,4.668474750000096,0,-1.8908305574999993
151,Ga2O3,Ga2O3_Va_O2,2.2114,-2.268996668999999,2.3313459685068687,2.8870391212766604,5.298623480000069,0,-1.8908305574999993
152,Ga2O3,Ga2O3_Va_O3,2.2114,-2.268996668999999,2.4005128617292173,2.4635876701348796,5.068348539999997,0,-1.8908305574999993
153,Ga2PbO4,Ga2PbO4_Va_O1,3.4200000000000004,-2.070018908571428,2.3666933300950235,2.5900641261439423,4.543920279999734,0,-5.433799634999999
154,Ga2PbO4,Ga2PbO4_Va_O2,3.4200000000000004,-2.070018908571428,2.350128133368874,2.489193764010925,4.349154319999693,0,-5.433799634999999
155,Ga2PbO4,Ga2PbO4_Va_O3,3.4200000000000004,-2.070018908571428,2.3824577020851097,2.701914834825696,4.535833280000029,0,-5.433799634999999
156,Ga4GeO8,Ga4GeO8_Va_O1,2.2165000000000004,-2.232362397307691,2.3793666061554513,3.090454798134748,4.556462470000051,0,-9.068972239062493
157,Ga4GeO8,Ga4GeO8_Va_O2,2.2165000000000004,-2.232362397307691,2.590542132745094,2.867799700349588,5.017620630000019,0,-9.068972239062493
158,Ga4GeO8,Ga4GeO8_Va_O3,2.2165000000000004,-2.232362397307691,2.328462466875143,2.9082201134507284,5.298090269999998,0,-9.068972239062493
159,Ga4GeO8,Ga4GeO8_Va_O4,2.2165000000000004,-2.232362397307691,2.5347687117833875,2.5584330016921335,5.164637070000035,0,-9.068972239062493
160,GaAsO4,GaAsO4_Va_O1,3.1853,-1.9411355259722216,2.715514224375069,2.473321477298566,3.3072650300000053,0,-2.9117032889583325
161,GaAsO4,GaAsO4_Va_O2,3.1853,-1.9411355259722216,2.719485775624932,2.4577082162698316,3.3188758200000255,0,-2.9117032889583325
162,Ge3Sb2O9,Ge3Sb2O9_Va_O1,2.7623,-1.9797399339285713,2.691501831277756,3.277237424301235,3.5858319699999672,0,-3.849494315972222
163,Ge3Sb2O9,Ge3Sb2O9_Va_O2,2.7623,-1.9797399339285713,2.5817378781486573,3.701705733648085,3.730634949999976,0,-3.849494315972222
164,GeO2,GeO2_Va_O1,3.0522,-2.077037438333334,2.725,2.262441673488334,3.65275514999997,0,-1.5577780787500004
165,GePbO3,GePbO3_Va_O1,2.5365,-1.9292281530000004,2.5859348115368204,3.5288020432128744,4.000361900000039,0,-3.215380255000001
166,GePbO3,GePbO3_Va_O2,2.5365,-1.9292281530000004,2.6186738845561237,2.8269104136288705,3.7600193300001,0,-3.215380255000001
167,GePbO3,GePbO3_Va_O3,2.5365,-1.9292281530000004,2.6719584035434787,2.8677407307027503,3.857529450000024,0,-3.215380255000001
168,InBO3,InBO3_Va_O1,2.7299,-2.460089823833333,2.4200000000000004,2.938655761671348,6.210019870000119,0,-4.100149706388888
169,K2BeO2,K2BeO2_Va_O1,2.9366000000000003,-2.1087224357000003,1.0788354602723205,1.1404806477997904,6.505276430000217,0,-5.271806089250001
170,K2BeO2,K2BeO2_Va_O2,2.9366000000000003,-2.1087224357000003,1.1792865484720894,2.165033297398809,6.824801780000039,0,-5.271806089250001
171,K2MgO2,K2MgO2_Va_O1,2.5940000000000003,-1.9796745647,1.0370545008364616,1.037646905077546,6.131575530000029,0,-4.94918641175
172,K2O,K2O_Va_O1,1.7232,-1.2478575836666663,0.82,0.3385650409912411,4.534054169999999,0,-1.8717863754999995
173,K2Pb2O3,K2Pb2O3_Va_O1,1.5620000000000005,-1.5674005930000003,1.6435533525261856,2.440610641714416,4.097887880000039,0,-5.485902075500001
174,K2PbO2,K2PbO2_Va_O1,1.8729,-1.5445868726999992,1.5280700757987018,1.898156144499617,4.168767949999969,0,-5.792200772624997
175,K2PbO2,K2PbO2_Va_O2,1.8729,-1.5445868726999992,1.22109028649284,1.2729591666383462,4.472171290000128,0,-5.792200772624997
176,K2PbO2,K2PbO2_Va_O4,1.8729,-1.5445868726999992,1.6398893590728936,1.866650441134311,4.092874670000024,0,-5.792200772624997
177,K2Sn2O3,K2Sn2O3_Va_O1,1.1128,-1.7484540158571429,1.55968193550599,3.653780673303535,4.648751720000186,0,-6.1195890555000005
178,K2SnO3,K2SnO3_Va_O1,2.1971,-1.960791325583334,1.6419808485156369,1.9660257004440127,4.479691010000247,0,-5.882373976750002
179,K2SnO3,K2SnO3_Va_O2,2.1971,-1.960791325583334,1.4201159474305936,0.981756732522758,3.5255807400002457,0,-5.882373976750002
180,K3AlO3,K3AlO3_Va_O1,2.9283,-2.2661893055714293,1.0800495065327116,1.0387619461920332,6.267663470000011,0,-10.575550092666669
